id,speaker_header,polarity,subjectivity
268,claudius47_13_3,0.0,0.5
269,claudius47_13_4,0.0,0.0
270,claudius22_13_1,0.0,0.0
271,claudius43_13_1,0.6,0.95
272,claudius45_13_1,0.0,0.0
273,claudius47_14_1,0.0,0.0
274,claudius47_14_2,0.0,0.0
275,claudius43_14_1,0.0,0.0
276,claudius43_14_2,0.0,0.0
277,claudius43_14_3,0.0,0.0
278,claudius43_14_4,0.0,0.0
279,claudius43_14_5,0.0,0.0
280,claudius43_14_6,0.353846153846,0.722307692308
281,claudius43_14_7,0.175,0.275
282,claudius43_14_8,0.0,0.0
283,claudius43_14_9,0.0,0.0
284,claudius45_14_1,0.525,0.625
285,claudius45_14_2,-0.15,0.35
286,claudius47_15_1,-0.25,0.6
287,claudius47_15_2,0.5,0.6
288,claudius47_15_3,0.4,0.6
289,claudius47_15_4,0.0,0.0
290,claudius47_15_5,0.4,0.6
291,claudius47_15_6,0.0,0.0
292,claudius47_15_7,0.0,0.0
293,claudius47_15_8,0.166666666667,0.25
294,claudius45_15_1,-0.257142857143,0.367857142857
295,claudius45_15_2,0.0,0.0
296,claudius45_15_3,0.1,0.4
297,claudius45_15_4,-0.125,0.375
298,claudius47_16_1,0.0,0.0
299,claudius47_16_2,0.0,0.0
300,claudius47_16_3,0.7,0.6
301,claudius47_16_4,0.0,0.0
302,claudius47_16_5,0.438888888889,0.6
303,claudius47_16_6,-0.1875,0.5
304,claudius45_16_1,0.0,0.0
305,claudius45_16_2,0.8,0.75
306,claudius45_16_3,0.0,0.0
307,claudius47_17_1,0.0,0.5
308,claudius47_17_2,-0.266666666667,0.455555555556
309,claudius47_17_3,0.166666666667,0.166666666667
310,claudius47_17_4,0.125,0.35
311,claudius47_17_5,-0.0291666666667,0.7375
312,claudius47_17_6,0.0,0.0
313,claudius47_17_7,0.4375,0.65
314,claudius47_18_1,0.0,0.0
315,claudius47_18_2,0.25,0.475
316,claudius47_18_3,0.0,0.0
